Account,Flag,Cleared,Check Number,Date,Payee,Category,Master Category,Sub Category,Memo,Outflow,Inflow,Running Balance
"Discover",,C,,04/19/2014,"stop & shop","Food : Groceries","Food","Groceries","",$26.67,$0.00,-$2291.96
"Discover",,C,,04/19/2014,"Shell","Transportation : Gas","Transportation","Gas","",$48.93,$0.00,-$2340.89
"Discover",,C,,04/20/2014,"netflix","Recreation : Entertainment","Recreation","Entertainment","",$16.48,$0.00,-$2357.37
"Discover",,C,,04/20/2014,"Price Chopper","Food : Groceries","Food","Groceries","",$41.10,$0.00,-$2398.47
"Discover",,C,,04/21/2014,"masspike","Transportation : tolls","Transportation","tolls","",$45.80,$0.00,-$2444.27
"Discover",,C,,04/23/2014,"hannaford","Food : Groceries","Food","Groceries","",$63.81,$0.00,-$2508.08
"Discover",,C,,04/24/2014,"Brookline Mass","Transportation : Parking","Transportation","Parking","",$3.00,$0.00,-$2511.08
"Discover",,C,,04/24/2014,"Brookline Mass","Transportation : Parking","Transportation","Parking","",$3.00,$0.00,-$2514.08
"Discover",,C,,04/25/2014,"hanaford","Food : Groceries","Food","Groceries","",$37.02,$0.00,-$2551.10
"Discover",,C,,04/25/2014,"Shell","Transportation : Gas","Transportation","Gas","",$49.75,$0.00,-$2600.85
"Discover",,C,,04/27/2014,"Exxon mobile","Transportation : Gas","Transportation","Gas","",$34.08,$0.00,-$2634.93
"Discover",,C,,04/29/2014,"Pet Source","Housing : Dog","Hidden Categories","Housing ` Dog","",$5.17,$0.00,-$2640.10
"Discover",,C,,04/30/2014,"Uconn","Education : College","Education","College","",$153.75,$0.00,-$2793.85
"Discover",,C,,05/04/2014,"hannaford","Food : Groceries","Food","Groceries","",$75.03,$0.00,-$2868.88
"Discover",,C,,05/05/2014,"Pride station","Transportation : Gas","Transportation","Gas","",$27.43,$0.00,-$2896.31
"Discover",,C,,05/05/2014,"IYA Sushi and Noodle S. Hadley","Food : Restaurants","Food","Restaurants","",$52.24,$0.00,-$2948.55
"Discover",,C,,05/06/2014,"Transfer : Dcu Checking",,,,"",$0.00,$1822.27,-$1126.28
"Discover",,C,,05/06/2014,"hanaford","Food : Groceries","Food","Groceries","",$18.70,$0.00,-$1144.98
"Discover",,C,,05/06/2014,"Shell","Transportation : Gas","Transportation","Gas","",$41.11,$0.00,-$1186.09
"Discover",,C,,05/07/2014,"Chipotle","Food : Restaurants","Food","Restaurants","",$10.00,$0.00,-$1196.09
"Discover",,C,,05/07/2014,"Qdoba","Food : Restaurants","Food","Restaurants","",$21.19,$0.00,-$1217.28
"Discover",,C,,05/08/2014,"Chipotle","Food : Restaurants","Food","Restaurants","",$21.56,$0.00,-$1238.84
"Discover",,C,,05/08/2014,"Marlborough Super Buffet","Food : Restaurants","Food","Restaurants","",$48.76,$0.00,-$1287.60
"Discover",,C,,05/09/2014,"Cumberland Farms","Transportation : Gas","Transportation","Gas","",$32.00,$0.00,-$1319.60
"Discover",,C,,05/09/2014,"hannaford","Food : Groceries","Food","Groceries","",$82.61,$0.00,-$1402.21
"Discover",,C,,05/11/2014,"hannaford","Food : Groceries","Food","Groceries","",$87.91,$0.00,-$1490.12
"Discover",,C,,05/13/2014,"wbur","Charity : Other","Charity","Other","",$8.00,$0.00,-$1498.12
"Discover",,C,,05/13/2014,"Southwest Airlines","Recreation : Vacation","Recreation","Vacation","",$99.00,$0.00,-$1597.12
"Discover",,C,,05/13/2014,"Southwest Airlines","Recreation : Vacation","Recreation","Vacation","",$198.00,$0.00,-$1795.12
"Discover",,C,,05/14/2014,"Honey Dew","Food : Restaurants","Food","Restaurants","",$1.50,$0.00,-$1796.62
"Discover",,C,,05/14/2014,"Honey Dew","Food : Groceries","Food","Groceries","",$4.92,$0.00,-$1801.54
"Discover",,C,,05/15/2014,"hannaford","Food : Groceries","Food","Groceries","",$8.04,$0.00,-$1809.58
"Discover",,C,,05/16/2014,"Shell","Transportation : Gas","Transportation","Gas","",$35.24,$0.00,-$1844.82
"Discover",,C,,05/16/2014,"Shell","Transportation : Gas","Transportation","Gas","",$53.87,$0.00,-$1898.69
"Discover",,C,,05/16/2014,"hannaford","Food : Groceries","Food","Groceries","",$55.40,$0.00,-$1954.09
"Discover",,C,,05/17/2014,"Planet Fitness","Recreation : His","Recreation","His","",$10.00,$0.00,-$1964.09
"Discover",,C,,05/17/2014,"hanaford","Food : Groceries","Food","Groceries","",$129.74,$0.00,-$2093.83
"Discover",,C,,05/18/2014,"sperry liquor","Food : Groceries","Food","Groceries","",$27.98,$0.00,-$2121.81
"Discover",,C,,05/20/2014,"netflix","Recreation : Entertainment","Recreation","Entertainment","",$16.48,$0.00,-$2138.29
"Discover",,C,,05/21/2014,"Uconn co-op","Education : College","Education","College","",$10.58,$0.00,-$2148.87
"Discover",,C,,05/21/2014,"Moe's","Food : Restaurants","Food","Restaurants","",$22.29,$0.00,-$2171.16
"Discover",,C,,05/22/2014,"Apple Store","business (bob) : Equipment","Hidden Categories","business (bob) ` Equipment","",$30.81,$0.00,-$2201.97
"Discover",,C,,05/22/2014,"A1 auto","Transportation : Repairs & Maintenance","Transportation","Repairs & Maintenance","",$34.35,$0.00,-$2236.32
"Discover",,C,,05/22/2014,"trader Joes","Food : Groceries","Food","Groceries","",$77.67,$0.00,-$2313.99
"Discover",,C,,05/24/2014,"Stop & Shop Fuel","Transportation : Gas","Transportation","Gas","",$31.71,$0.00,-$2345.70
"Discover",,C,,05/24/2014,"walgreens","Personal : Miscellaneous","Personal","Miscellaneous","",$37.16,$0.00,-$2382.86
"Discover",,C,,05/24/2014,"hannaford","Food : Groceries","Food","Groceries","",$89.14,$0.00,-$2472.00
"Discover",,C,,05/25/2014,"McDonalds","Food : Restaurants","Food","Restaurants","",$6.28,$0.00,-$2478.28
"Discover",,C,,05/26/2014,"Market bskt","Food : Groceries","Food","Groceries","",$87.11,$0.00,-$2565.39
"Discover",,C,,05/28/2014,"A1 auto","Transportation : Repairs & Maintenance","Transportation","Repairs & Maintenance","",$46.91,$0.00,-$2612.30
"Discover",,C,,05/29/2014,"Super Shuttle","Recreation : His","Recreation","His","",$39.00,$0.00,-$2651.30
"Discover",,C,,05/30/2014,"hannaford","Food : Groceries","Food","Groceries","",$28.42,$0.00,-$2679.72
"Discover",,C,,05/30/2014,"verc enterprise","Transportation : Gas","Transportation","Gas","",$35.21,$0.00,-$2714.93
"Discover",,C,,05/30/2014,"Shell","Transportation : Gas","Transportation","Gas","",$48.19,$0.00,-$2763.12
"Discover",,C,,06/01/2014,"hannaford","Food : Groceries","Food","Groceries","",$13.68,$0.00,-$2776.80
"Discover",,C,,06/02/2014,"save--lot","Food : Groceries","Food","Groceries","",$6.93,$0.00,-$2783.73
"Discover",,C,,06/03/2014,"Kings Point","Recreation : His","Recreation","His","",$13.00,$0.00,-$2796.73
"Discover",,C,,06/03/2014,"Lincoln Street Gulf","Transportation : Gas","Transportation","Gas","",$30.53,$0.00,-$2827.26
"Discover",,C,,06/03/2014,"russells garden center","Housing : Supplies","Hidden Categories","Housing ` Supplies","plants?",$38.20,$0.00,-$2865.46
"Discover",,C,,06/05/2014,"walgreens","Personal : Miscellaneous","Personal","Miscellaneous","",$95.97,$0.00,-$2961.43
"Discover",,C,,06/06/2014,"Transfer : Dcu Checking",,,,"",$0.00,$1490.12,-$1471.31
"Discover",,C,,06/06/2014,"samba steak & Sushi","Food : Restaurants","Food","Restaurants","",$56.41,$0.00,-$1527.72
"Discover",,C,,06/06/2014,"hannaford","Food : Groceries","Food","Groceries","",$91.59,$0.00,-$1619.31
"Discover",,C,,06/07/2014,"Publix Super market","Food : Groceries","Food","Groceries","",$24.54,$0.00,-$1643.85
"Discover",,C,,06/07/2014,"verc enterprise","Transportation : Gas","Transportation","Gas","",$31.20,$0.00,-$1675.05
"Discover",,C,,06/08/2014,"winn-dixie","Food : Groceries","Food","Groceries","",$5.48,$0.00,-$1680.53
"Discover",,C,,06/08/2014,"save a lot","Food : Groceries","Food","Groceries","",$27.42,$0.00,-$1707.95
"Discover",,C,,06/09/2014,"Boston Market","Food : Restaurants","Food","Restaurants","",$15.28,$0.00,-$1723.23
"Discover",,C,,06/10/2014,"Boston Market","Food : Restaurants","Food","Restaurants","",$0.00,$3.00,-$1720.23
"Discover",,C,,06/10/2014,"save a lot","Food : Groceries","Food","Groceries","",$4.47,$0.00,-$1724.70
"Discover",,C,,06/10/2014,"USPS","Housing : Supplies","Hidden Categories","Housing ` Supplies","",$9.80,$0.00,-$1734.50
"Discover",,C,,06/11/2014,"wbur","Charity : Other","Charity","Other","",$8.00,$0.00,-$1742.50
"Discover",,C,,06/11/2014,"Price Chopper","Food : Groceries","Food","Groceries","",$34.43,$0.00,-$1776.93
"Discover",,C,,06/13/2014,"Strand theatre","Food : Restaurants","Food","Restaurants","",$1.59,$0.00,-$1778.52
"Discover",,C,,06/13/2014,"Strand theatre","Food : Restaurants","Food","Restaurants","",$27.31,$0.00,-$1805.83
"Discover",,C,,06/13/2014,"Home Depot","Housing : Supplies","Hidden Categories","Housing ` Supplies","",$33.11,$0.00,-$1838.94
"Discover",,C,,06/13/2014,"Shell","Transportation : Gas","Transportation","Gas","",$33.37,$0.00,-$1872.31
"Discover",,C,,06/14/2014,"Amazon","Recreation : Entertainment","Recreation","Entertainment","",$2.99,$0.00,-$1875.30
"Discover",,C,,06/14/2014,"starbucks","Food : Restaurants","Food","Restaurants","",$4.61,$0.00,-$1879.91
"Discover",,C,,06/15/2014,"hannaford","Food : Groceries","Food","Groceries","",$4.59,$0.00,-$1884.50
"Discover",,C,,06/16/2014,"shutter fly","Recreation : Entertainment","Recreation","Entertainment","",$6.10,$0.00,-$1890.60
"Discover",,C,,06/16/2014,"hannaford","Food : Groceries","Food","Groceries","",$47.52,$0.00,-$1938.12
"Discover",,C,,06/16/2014,"hannaford","Food : Groceries","Food","Groceries","",$97.06,$0.00,-$2035.18
"Discover",,C,,06/17/2014,"Planet Fitness","Recreation : His","Recreation","His","",$10.00,$0.00,-$2045.18
"Discover",,C,,06/17/2014,"Especially For Pets","Housing : Dog","Hidden Categories","Housing ` Dog","",$22.09,$0.00,-$2067.27
"Discover",,C,,06/18/2014,"Hess","Transportation : Gas","Transportation","Gas","",$32.83,$0.00,-$2100.10
"Discover",,C,,06/18/2014,"Pllow and hearth","Personal : Gifts","Personal","Gifts","grammy",$55.94,$0.00,-$2156.04
"Discover",,C,,06/18/2014,"Worcester Art Museum","Recreation : Entertainment","Recreation","Entertainment","",$80.00,$0.00,-$2236.04
"Discover",,C,,06/19/2014,"Groupon","Recreation : Alyssa","Recreation","Alyssa","",$5.00,$0.00,-$2241.04
"Discover",,C,,06/19/2014,"Groupon","Recreation : Alyssa","Recreation","Alyssa","",$9.99,$0.00,-$2251.03
"Discover",,C,,06/19/2014,"Groupon","Recreation : Alyssa","Recreation","Alyssa","",$19.00,$0.00,-$2270.03
"Discover",,C,,06/20/2014,"netflix","Recreation : Entertainment","Recreation","Entertainment","",$16.48,$0.00,-$2286.51
"Discover",,C,,06/20/2014,"Price Chopper","Food : Groceries","Food","Groceries","",$74.44,$0.00,-$2360.95
"Discover",,C,,06/21/2014,"shutter fly","Recreation : Entertainment","Recreation","Entertainment","",$3.05,$0.00,-$2364.00
"Discover",,C,,06/23/2014,"Uconn orientation","Education : College","Education","College","",$153.75,$0.00,-$2517.75
"Discover",,C,,06/24/2014,"Milford Ace Hardware","Lisa Business : Supplies","Lisa Business","Supplies","",$0.00,$23.67,-$2494.08
"Discover",,C,,06/24/2014,"Milford Ace Hardware","Lisa Business : Supplies","Lisa Business","Supplies","",$0.00,$1.70,-$2492.38
"Discover",,C,,06/24/2014,"Milford Ace Hardware","Lisa Business : Supplies","Lisa Business","Supplies","",$4.98,$0.00,-$2497.36
"Discover",,C,,06/24/2014,"Milford Ace Hardware","Lisa Business : Supplies","Lisa Business","Supplies","",$31.74,$0.00,-$2529.10
"Discover",,C,,06/25/2014,"hannaford","Food : Groceries","Food","Groceries","",$39.91,$0.00,-$2569.01
"Discover",,C,,06/25/2014,"Ocean State Joblot","Food : Groceries","Food","Groceries","(Split 1/2) ",$25.00,$0.00,-$2618.54
"Discover",,C,,06/25/2014,"Ocean State Joblot","Housing : Supplies","Hidden Categories","Housing ` Supplies","(Split 2/2) ",$24.53,$0.00,-$2618.54
"Discover",,C,,06/25/2014,"Price Chopper","Food : Groceries","Food","Groceries","",$50.55,$0.00,-$2669.09
"Discover",,C,,06/27/2014,"sperry liquor","Food : Groceries","Food","Groceries","",$17.00,$0.00,-$2686.09
"Discover",,C,,06/27/2014,"Shell","Transportation : Gas","Transportation","Gas","",$34.63,$0.00,-$2720.72
"Discover",,C,,06/28/2014,"stop & shop","Food : Groceries","Food","Groceries","",$62.53,$0.00,-$2783.25
"Discover",,C,,06/29/2014,"Davidian Broethers","Food : Restaurants","Food","Restaurants","",$27.25,$0.00,-$2810.50
"Discover",,C,,06/29/2014,"verc enterprise","Transportation : Gas","Transportation","Gas","",$34.47,$0.00,-$2844.97
"Discover",,C,,07/01/2014,"hannaford","Food : Groceries","Food","Groceries","",$43.69,$0.00,-$2888.66
"Discover",,C,,07/02/2014,"Chipotle","Food : Restaurants","Food","Restaurants","",$16.75,$0.00,-$2905.41
"Discover",,C,,07/02/2014,"JD Auto center","Transportation : Gas","Transportation","Gas","",$50.51,$0.00,-$2955.92
"Discover",,C,,07/03/2014,"Burger King","Food : Restaurants","Food","Restaurants","",$4.38,$0.00,-$2960.30
"Discover",,C,,07/03/2014,"Pet Source","Housing : Dog","Hidden Categories","Housing ` Dog","",$5.31,$0.00,-$2965.61
"Discover",,C,,07/03/2014,"hannaford","Food : Groceries","Food","Groceries","",$22.11,$0.00,-$2987.72
"Discover",,C,,07/03/2014,"dunkin donuts","Food : Restaurants","Food","Restaurants","",$22.88,$0.00,-$3010.60
"Discover",,C,,07/03/2014,"Exxon mobile","Transportation : Gas","Transportation","Gas","",$33.72,$0.00,-$3044.32
"Discover",,C,,07/05/2014,"hannaford","Food : Groceries","Food","Groceries","",$67.95,$0.00,-$3112.27
"Discover",,C,,07/06/2014,"Payment","Personal : BankFee","Personal","BankFee","",$0.00,$1776.93,-$1335.34
"Discover",,C,,07/07/2014,"shutter fly","Recreation : Entertainment","Recreation","Entertainment","",$8.78,$0.00,-$1344.12
"Discover",,C,,07/08/2014,"","Personal : BankFee","Personal","BankFee","",$0.00,$1776.93,$432.81
"Discover",,C,,07/08/2014,"Latefee","Personal : BankFee","Personal","BankFee","",$25.00,$0.00,$407.81
"Discover",,C,,07/08/2014,"Chipotle","Food : Restaurants","Food","Restaurants","",$34.24,$0.00,$373.57
"Discover",,C,,07/08/2014,"Market bskt","Food : Groceries","Food","Groceries","",$115.17,$0.00,$258.40
"Discover",,C,,07/08/2014,"Reverse payment","Personal : BankFee","Personal","BankFee","",$1776.93,$0.00,-$1518.53
"Discover",,C,,07/09/2014,"Price Chopper","Food : Groceries","Food","Groceries","",$18.87,$0.00,-$1537.40
"Discover",,C,,07/10/2014,"","Personal : BankFee","Personal","BankFee","",$0.00,$1776.93,$239.53
"Discover",,C,,07/10/2014,"ap score report","Education : College","Education","College","",$15.00,$0.00,$224.53
"Discover",,C,,07/10/2014,"cannine clips","Housing : Dog","Hidden Categories","Housing ` Dog","",$81.60,$0.00,$142.93
"Discover",,C,,07/10/2014,,"Personal : BankFee","Personal","BankFee","",$1776.93,$0.00,-$1634.00
"Discover",,C,,07/11/2014,"coca cola east hartford","Food : Restaurants","Food","Restaurants","",$1.50,$0.00,-$1635.50
"Discover",,C,,07/11/2014,"wbur","Charity : Other","Charity","Other","",$8.00,$0.00,-$1643.50
"Discover",,C,,07/11/2014,"Cumberland Farms","Transportation : Gas","Transportation","Gas","",$34.26,$0.00,-$1677.76
"Discover",,C,,07/11/2014,"hannaford","Food : Groceries","Food","Groceries","",$35.29,$0.00,-$1713.05
"Discover",,C,,07/11/2014,"SSM online","Recreation : Entertainment","Recreation","Entertainment","",$56.60,$0.00,-$1769.65
"Discover",,C,,07/12/2014,"Strand theatre","Food : Restaurants","Food","Restaurants","",$22.00,$0.00,-$1791.65
"Discover",,C,,07/12/2014,"Strand theatre","Food : Restaurants","Food","Restaurants","",$23.59,$0.00,-$1815.24
"Discover",,C,,07/12/2014,"Shell","Transportation : Gas","Transportation","Gas","",$50.22,$0.00,-$1865.46
"Discover",,C,,07/14/2014,"","Personal : BankFee","Personal","BankFee","",$0.00,$25.00,-$1840.46
"Discover",,C,,07/14/2014,"AC MOORE","Recreation : Alyssa","Recreation","Alyssa","",$5.61,$0.00,-$1846.07
"Discover",,C,,07/14/2014,"Davidian Broethers","Food : Restaurants","Food","Restaurants","",$16.03,$0.00,-$1862.10
"Discover",,C,,07/14/2014,,"Personal : BankFee","Personal","BankFee","",$1776.93,$0.00,-$3639.03
"Discover",,C,,07/15/2014,"lowes","Housing : Supplies","Hidden Categories","Housing ` Supplies","",$19.97,$0.00,-$3659.00
"Discover",,C,,07/15/2014,"Market bskt","Food : Groceries","Food","Groceries","",$43.54,$0.00,-$3702.54
"Discover",,C,,07/16/2014,"Transfer : Avidia Checking",,,,"",$0.00,$1769.65,-$1932.89
"Discover",,C,,07/17/2014,"Planet Fitness","Recreation : His","Recreation","His","",$10.00,$0.00,-$1942.89
"Discover",,C,,07/17/2014,"Mutual Oil","Transportation : Gas","Transportation","Gas","",$33.00,$0.00,-$1975.89
"Discover",,C,,07/18/2014,"aribnb","Recreation : Vacation","Recreation","Vacation","",$1.00,$0.00,-$1976.89
"Discover",,C,,07/18/2014,"aribnb","Recreation : Vacation","Recreation","Vacation","",$257.00,$0.00,-$2233.89
"Discover",,C,,07/19/2014,"Micheals","Recreation : Entertainment","Recreation","Entertainment","",$15.70,$0.00,-$2249.59
"Discover",,C,,07/20/2014,"shutter fly","Recreation : Entertainment","Recreation","Entertainment","",$6.11,$0.00,-$2255.70
"Discover",,C,,07/20/2014,"netflix","Recreation : Entertainment","Recreation","Entertainment","",$16.48,$0.00,-$2272.18
"Discover",,C,,07/21/2014,"hannaford","Food : Groceries","Food","Groceries","",$69.32,$0.00,-$2341.50
"Discover",,C,,07/22/2014,"masspike","Transportation : tolls","Transportation","tolls","",$49.60,$0.00,-$2391.10
"Discover",,C,,07/23/2014,"dunkin donuts","Food : Restaurants","Food","Restaurants","",$5.44,$0.00,-$2396.54
"Discover",,C,,07/23/2014,"Hess","Transportation : Gas","Transportation","Gas","",$33.38,$0.00,-$2429.92
"Discover",,C,,07/24/2014,"hannaford","Food : Groceries","Food","Groceries","",$46.42,$0.00,-$2476.34
"Discover",,C,,07/25/2014,"Amazon","Education : Investing","Education","Investing","",$4.26,$0.00,-$2480.60
"Discover",,C,,07/25/2014,"Shell","Transportation : Gas","Transportation","Gas","",$40.55,$0.00,-$2521.15
"Discover",,C,,07/26/2014,"OLFY","Food : Restaurants","Food","Restaurants","",$23.80,$0.00,-$2544.95
"Discover",,C,,07/27/2014,"Passports","Food : Restaurants","Food","Restaurants","",$108.00,$0.00,-$2652.95
"Discover",,C,,07/28/2014,"pho dakao","Food : Restaurants","Food","Restaurants","",$36.95,$0.00,-$2689.90
"Discover",,C,,07/29/2014,"hannaford","Food : Groceries","Food","Groceries","",$28.41,$0.00,-$2718.31
"Discover",,C,,07/30/2014,"Kennedy's","Food : Groceries","Food","Groceries","",$13.00,$0.00,-$2731.31
"Discover",,C,,07/30/2014,"BoatingBoston","Recreation : Entertainment","Recreation","Entertainment","Canoeing alyssa and blue",$31.88,$0.00,-$2763.19
"Discover",,C,,07/31/2014,"Gulf express","Transportation : Gas","Transportation","Gas","",$33.00,$0.00,-$2796.19
"Discover",,C,,07/31/2014,"A1 auto","Transportation : Repairs & Maintenance","Transportation","Repairs & Maintenance","TIRES",$570.60,$0.00,-$3366.79
"Discover",,C,,08/01/2014,"Shell","Transportation : Gas","Transportation","Gas","",$48.38,$0.00,-$3415.17
"Discover",,C,,08/01/2014,"Assabet Bicycle","Recreation : His","Recreation","His","",$120.52,$0.00,-$3535.69
"Discover",,C,,08/01/2014,"Holiday inn","Recreation : Vacation","Recreation","Vacation","",$143.64,$0.00,-$3679.33
"Discover",,C,,08/02/2014,"DNC Travel claire ny","Food : Restaurants","Food","Restaurants","",$4.87,$0.00,-$3684.20
"Discover",,C,,08/02/2014,"Sunoco","Transportation : Gas","Transportation","Gas","",$49.64,$0.00,-$3733.84
"Discover",,C,,08/02/2014,"cc taps","Recreation : Vacation","Recreation","Vacation","",$60.42,$0.00,-$3794.26
"Discover",,C,,08/02/2014,"Always in B&B","Recreation : Vacation","Recreation","Vacation","niagra activity and bus tickets",$154.91,$0.00,-$3949.17
"Discover",,C,,08/03/2014,"Edgewaters Tap Grill","Recreation : Vacation","Recreation","Vacation","",$65.31,$0.00,-$4014.48
